w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,,1,1,1,0,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
it,EDITED,,1,1,1,0,0,0
's,EDITED,,1,1,1,0,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
interesting,NONE,interesting,0,0,0,1,0,0
that,EDITED,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
a,EDITED,a,1,0,0,0,0,1
lot,EDITED,lot,1,0,0,0,0,1
,,of,*,*,*,*,*,*
the,NONE,the,0,0,0,1,0,0
population,NONE,population,0,0,0,1,0,0
of,NONE,,0,1,0,0,1,0
,,in,*,*,*,*,*,*
the,NONE,the,0,0,0,1,0,0
united,NONE,united,0,0,0,1,0,0
states,NONE,states,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
changing,NONE,changing,0,0,0,1,0,0
because,NONE,because,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
uh,INTJ,,1,1,1,0,0,0
now,NONE,now,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
so,NONE,so,0,0,0,1,0,0
many,NONE,many,0,0,0,1,0,0
more,NONE,more,0,0,0,1,0,0
minorities,NONE,minorities,0,0,0,1,0,0
where,NONE,where,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
extended,NONE,extended,0,0,0,1,0,0
families,NONE,families,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
such,NONE,such,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
long,NONE,long,0,0,0,1,0,0
time,NONE,time,0,0,0,1,0,0
