w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
that,NONE,that,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
good,NONE,good,0,0,0,1,0,0
choice,NONE,choice,0,0,0,1,0,0
we,EDITED,,1,1,1,0,0,0
've,EDITED,,1,1,1,0,0,0
been,EDITED,,1,1,1,0,0,0
trying,EDITED,,1,1,1,0,0,0
we,NONE,we,0,0,0,1,0,0
're,NONE,,0,1,0,0,1,0
,,been,*,*,*,*,*,*
,,'ve,*,*,*,*,*,*
trying,NONE,trying,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
do,NONE,do,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
this,NONE,this,0,0,0,1,0,0
year,NONE,year,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
budgeted,NONE,budgeted,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
money,NONE,money,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
we,EDITED,we,1,0,0,0,0,1
used,EDITED,used,1,0,0,0,0,1
to,EDITED,to,1,0,0,0,0,1
spend,EDITED,spend,1,0,0,0,0,1
we,NONE,we,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
spending,NONE,spending,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
coda,NONE,coda,0,0,0,1,0,0
account,NONE,account,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
t,NONE,,0,1,0,0,1,0
i,NONE,,0,1,0,0,1,0
,,ti,*,*,*,*,*,*
and,NONE,and,0,0,0,1,0,0
then,NONE,then,0,0,0,1,0,0
,,the,*,*,*,*,*,*
money,NONE,money,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
also,NONE,also,0,0,0,1,0,0
buying,NONE,buying,0,0,0,1,0,0
stock,NONE,stock,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
year,NONE,year,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
taken,NONE,taken,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
this,NONE,this,0,0,0,1,0,0
year,NONE,year,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
said,NONE,said,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
're,NONE,'re,0,0,0,1,0,0
going,NONE,going,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
pay,NONE,pay,0,0,0,1,0,0
off,NONE,off,0,0,0,1,0,0
all,NONE,all,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
our,NONE,our,0,0,0,1,0,0
credit,NONE,credit,0,0,0,1,0,0
cards,NONE,,0,1,0,0,1,0
,,card,*,*,*,*,*,*
