w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
and,NONE,and,0,0,0,1,0,0
i,EDITED,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
think,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
that,EDITED,,1,1,1,0,0,0
we,EDITED,,1,1,1,0,0,0
may,EDITED,,1,1,1,0,0,0
not,EDITED,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
,,we,*,*,*,*,*,*
may,NONE,may,0,0,0,1,0,0
be,NONE,,0,1,0,0,1,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
,,not,*,*,*,*,*,*
,,you,*,*,*,*,*,*
,,know,*,*,*,*,*,*
,,maybe,*,*,*,*,*,*
,,that,*,*,*,*,*,*
perhaps,NONE,perhaps,0,0,0,1,0,0
if,NONE,if,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
put,NONE,put,0,0,0,1,0,0
money,NONE,money,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
back,NONE,back,0,0,0,1,0,0
burner,NONE,burner,0,0,0,1,0,0
that,EDITED,,1,1,1,0,0,0
may,EDITED,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
may,NONE,may,0,0,0,1,0,0
choose,NONE,choose,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
alleviate,NONE,alleviate,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
lot,NONE,lot,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
problem,NONE,problem,0,0,0,1,0,0
