w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,yeah,1,0,0,0,0,1
yeah,INTJ,yeah,1,0,0,0,0,1
no,INTJ,no,1,0,0,0,0,1
i,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
agree,NONE,agree,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
there,NONE,there,0,0,0,1,0,0
,,i,*,*,*,*,*,*
,,mean,*,*,*,*,*,*
if,NONE,if,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
want,NONE,want,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
choose,NONE,choose,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
particular,NONE,particular,0,0,0,1,0,0
religion,NONE,religion,0,0,0,1,0,0
,,then,*,*,*,*,*,*
that,NONE,that,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
fine,NONE,fine,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
me,NONE,me,0,0,0,1,0,0
too,NONE,too,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
as,NONE,as,0,0,0,1,0,0
long,NONE,long,0,0,0,1,0,0
as,NONE,as,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
try,NONE,try,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
pull,NONE,pull,0,0,0,1,0,0
me,NONE,me,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
drag,NONE,drag,0,0,0,1,0,0
me,NONE,me,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
and,EDITED,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
way,NONE,way,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
either,NONE,either,0,0,0,1,0,0
and,EDITED,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
their,NONE,their,0,0,0,1,0,0
mission,NONE,mission,0,0,0,1,0,0
that,NONE,,0,1,0,0,1,0
,,as,*,*,*,*,*,*
they,NONE,they,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
go,NONE,go,0,0,0,1,0,0
door,NONE,door,0,0,0,1,0,0
