w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,yeah,1,0,0,0,0,1
mostly,NONE,mostly,0,0,0,1,0,0
what,NONE,what,0,0,0,1,0,0
we,EDITED,we,1,0,0,0,0,1
're,EDITED,'re,1,0,0,0,0,1
doing,EDITED,doing,1,0,0,0,0,1
we,EDITED,we,1,0,0,0,0,1
've,EDITED,'ve,1,0,0,0,0,1
worked,EDITED,worked,1,0,0,0,0,1
we,NONE,we,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
done,NONE,done,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
coda,NONE,coda,0,0,0,1,0,0
account,NONE,account,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
t,NONE,,0,1,0,0,1,0
i,NONE,,0,1,0,0,1,0
,,ti,*,*,*,*,*,*
where,NONE,where,0,0,0,1,0,0
they,EDITED,they,1,0,0,0,0,1
we,NONE,we,0,0,0,1,0,0
put,NONE,put,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
so,NONE,so,0,0,0,1,0,0
much,NONE,much,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
month,NONE,month,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
then,NONE,then,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
so,NONE,so,0,0,0,1,0,0
much,NONE,much,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
pay,NONE,,0,1,0,0,1,0
check,NONE,,0,1,0,0,1,0
,,paycheck,*,*,*,*,*,*
and,NONE,and,0,0,0,1,0,0
then,NONE,then,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
match,NONE,,0,1,0,0,1,0
it,NONE,,0,1,0,0,1,0
