w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
,,alone,*,*,*,*,*,*
whereas,NONE,whereas,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
this,NONE,this,0,0,0,1,0,0
country,NONE,country,0,0,0,1,0,0
where,NONE,where,0,0,0,1,0,0
everyone,NONE,everyone,0,0,0,1,0,0
respects,NONE,respects,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
closed,NONE,closed,0,0,0,1,0,0
doors,NONE,doors,0,0,0,1,0,0
very,NONE,very,0,0,0,1,0,0
much,NONE,much,0,0,0,1,0,0
if,NONE,if,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
go,NONE,go,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
then,NONE,,0,1,0,0,1,0
act,NONE,act,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
lunatic,NONE,lunatic,0,0,0,1,0,0
you,EDITED,,1,1,1,0,0,0
you,NONE,you,0,0,0,1,0,0
violate,NONE,violate,0,0,0,1,0,0
the,EDITED,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
the,NONE,the,0,0,0,1,0,0
norms,NONE,norms,0,0,0,1,0,0
of,EDITED,,1,1,1,0,0,0
social,EDITED,,1,1,1,0,0,0
of,NONE,of,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
public,NONE,public,0,0,0,1,0,0
behavior,NONE,behavior,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
people,NONE,people,0,0,0,1,0,0
start,NONE,start,0,0,0,1,0,0
paying,NONE,paying,0,0,0,1,0,0
attention,NONE,attention,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
very,NONE,very,0,0,0,1,0,0
much,NONE,much,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
start,NONE,start,0,0,0,1,0,0
asking,NONE,asking,0,0,0,1,0,0
questions,NONE,questions,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
the,NONE,,0,1,0,0,1,0
,,a,*,*,*,*,*,*
sense,NONE,sense,0,0,0,1,0,0
are,NONE,are,0,0,0,1,0,0
invite-,EDITED,,1,1,1,0,0,0
invade,EDITED,,1,1,1,0,0,0
invading,NONE,invading,0,0,0,1,0,0
your,NONE,your,0,0,0,1,0,0
privacy,NONE,privacy,0,0,0,1,0,0
although,NONE,although,0,0,0,1,0,0
if,NONE,if,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
know,NONE,know,0,0,0,1,0,0
what,NONE,what,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
social,NONE,social,0,0,0,1,0,0
norms,NONE,norms,0,0,0,1,0,0
are,NONE,are,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
quote,NONE,,0,1,0,0,1,0
unquote,NONE,,0,1,0,0,1,0
,,quote-unquote,*,*,*,*,*,*
you,NONE,you,0,0,0,1,0,0
asked,NONE,asked,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
does,NONE,does,0,0,0,1,0,0
mean,NONE,mean,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
yet,NONE,yet,0,0,0,1,0,0
another,NONE,another,0,0,0,1,0,0
reason,NONE,reason,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
follow,NONE,follow,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
set,NONE,set,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
social,NONE,social,0,0,0,1,0,0
norms,NONE,,0,1,0,0,1,0
