w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
suspenseful,NONE,suspenseful,0,0,0,1,0,0
i,NONE,,0,1,0,0,1,0
do,NONE,,0,1,0,0,1,0
n't,NONE,,0,1,0,0,1,0
think,NONE,,0,1,0,0,1,0
it,NONE,,0,1,0,0,1,0
's,NONE,,0,1,0,0,1,0
very,NONE,,0,1,0,0,1,0
t-,NONE,,0,1,0,0,1,0
i,PRN,,1,1,1,0,0,0
mean,PRN,,1,1,1,0,0,0
there,NONE,there,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
not,NONE,not,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
any,NONE,any,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
blood,NONE,blood,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
guts,NONE,guts,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
anything,NONE,anything,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
it,EDITED,,1,1,1,0,0,0
's,EDITED,,1,1,1,0,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
more,NONE,more,0,0,0,1,0,0
suspense,NONE,suspense,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
the,NONE,the,0,0,0,1,0,0
other,NONE,other,0,0,0,1,0,0
one,NONE,one,0,0,0,1,0,0
silence,NONE,silence,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
lambs,NONE,lambs,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
kind,NONE,kind,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
a,EDITED,,1,1,1,0,0,0
a,NONE,a,0,0,0,1,0,0
gory,NONE,gory,0,0,0,1,0,0
movie,NONE,movie,0,0,0,1,0,0
if,EDITED,,1,1,1,0,0,0
if,NONE,if,0,0,0,1,0,0
somebody,NONE,somebody,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
not,NONE,not,0,0,0,1,0,0
into,NONE,into,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
kind,NONE,kind,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
stuff,NONE,stuff,0,0,0,1,0,0
it,EDITED,,1,1,1,0,0,0
's,EDITED,,1,1,1,0,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
pretty,NONE,pretty,0,0,0,1,0,0
graphic,NONE,graphic,0,0,0,1,0,0
at,NONE,at,0,0,0,1,0,0
points,NONE,points,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
're,NONE,'re,0,0,0,1,0,0
both,NONE,both,0,0,0,1,0,0
excellent,NONE,excellent,0,0,0,1,0,0
movies,NONE,movies,0,0,0,1,0,0
