w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
uh,INTJ,uh,1,0,0,0,0,1
have,EDITED,have,1,0,0,0,0,1
n't,EDITED,,1,1,1,0,0,0
have,EDITED,have,1,0,0,0,0,1
,,a,*,*,*,*,*,*
,,a,*,*,*,*,*,*
,,i,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
wide,NONE,wide,0,0,0,1,0,0
variety,NONE,variety,0,0,0,1,0,0
of,EDITED,of,1,0,0,0,0,1
of,NONE,of,0,0,0,1,0,0
hobbies,NONE,hobbies,0,0,0,1,0,0
therefore,NONE,therefore,0,0,0,1,0,0
my,EDITED,my,1,0,0,0,0,1
my,NONE,my,0,0,0,1,0,0
reading,NONE,reading,0,0,0,1,0,0
pleasures,NONE,pleasures,0,0,0,1,0,0
are,NONE,are,0,0,0,1,0,0
quite,NONE,quite,0,0,0,1,0,0
wide,NONE,wide,0,0,0,1,0,0
um,INTJ,um,1,0,0,0,0,1
i,NONE,i,0,0,0,1,0,0
get,NONE,get,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
charge,NONE,charge,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
uh,INTJ,uh,1,0,0,0,0,1
texas,NONE,texas,0,0,0,1,0,0
highway,NONE,highway,0,0,0,1,0,0
,,uh,*,*,*,*,*,*
which,NONE,which,0,0,0,1,0,0
,,uh,*,*,*,*,*,*
is,NONE,is,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
very,NONE,very,0,0,0,1,0,0
colorful,NONE,colorful,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
uh,INTJ,uh,1,0,0,0,0,1
not,NONE,not,0,0,0,1,0,0
being,NONE,being,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
native,NONE,native,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
texas,NONE,texas,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
being,NONE,being,0,0,0,1,0,0
here,NONE,here,0,0,0,1,0,0
eleven,NONE,,0,1,0,0,1,0
,,11,*,*,*,*,*,*
years,NONE,years,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
tendency,NONE,tendency,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
uh,INTJ,uh,1,0,0,0,0,1
find,NONE,find,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
the,EDITED,the,1,0,0,0,0,1
uh,INTJ,uh,1,0,0,0,0,1
about,NONE,about,0,0,0,1,0,0
the,NONE,,0,1,0,0,1,0
,,these,*,*,*,*,*,*
different,NONE,different,0,0,0,1,0,0
areas,NONE,areas,0,0,0,1,0,0
of,EDITED,of,1,0,0,0,0,1
the,EDITED,the,1,0,0,0,0,1
co-,EDITED,,1,1,1,0,0,0
of,EDITED,of,1,0,0,0,0,1
the,EDITED,the,1,0,0,0,0,1
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
state,NONE,state,0,0,0,1,0,0
by,NONE,,0,1,0,0,1,0
reading,NONE,,0,1,0,0,1,0
it,NONE,,0,1,0,0,1,0
