w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
so,NONE,so,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
very,NONE,very,0,0,0,1,0,0
comfortable,NONE,comfortable,0,0,0,1,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
in,NONE,in,0,0,0,1,0,0
doing,NONE,doing,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
when,NONE,when,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
got,NONE,got,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
point,NONE,point,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
there,NONE,,0,1,0,0,1,0
's,NONE,,0,1,0,0,1,0
well,INTJ,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
an,NONE,an,0,0,0,1,0,0
occasion,NONE,occasion,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
mother-in-law,NONE,mother-in-law,0,0,0,1,0,0
who,NONE,who,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
fell,NONE,fell,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
needed,EDITED,needed,1,0,0,0,0,1
to,EDITED,to,1,0,0,0,0,1
be,EDITED,be,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
could,NONE,could,0,0,0,1,0,0
not,NONE,not,0,0,0,1,0,0
take,NONE,take,0,0,0,1,0,0
care,NONE,care,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
herself,NONE,herself,0,0,0,1,0,0
anymore,NONE,anymore,0,0,0,1,0,0
,,and,*,*,*,*,*,*
was,NONE,was,0,0,0,1,0,0
confined,NONE,confined,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
nursing,NONE,nursing,0,0,0,1,0,0
home,NONE,home,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
while,NONE,while,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
not,NONE,not,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
very,NONE,very,0,0,0,1,0,0
good,NONE,good,0,0,0,1,0,0
experience,NONE,experience,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
it,NONE,it,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
done,NONE,done,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
hurry,NONE,hurry,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
we,NONE,we,0,0,0,1,0,0
did,NONE,did,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
like,INTJ,like,1,0,0,0,0,1
six,NONE,six,0,0,0,1,0,0
months,NONE,months,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
check,NONE,check,0,0,0,1,0,0
all,NONE,all,0,0,0,1,0,0
of,NONE,,0,1,0,0,1,0
these,NONE,these,0,0,0,1,0,0
places,NONE,places,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
not,EDITED,,1,1,1,0,0,0
not,NONE,not,0,0,0,1,0,0
,,a,*,*,*,*,*,*
very,NONE,very,0,0,0,1,0,0
good,NONE,good,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
deal,NONE,deal,0,0,0,1,0,0
