w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
uh-huh,INTJ,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
sounds,NONE,sounds,0,0,0,1,0,0
interesting,NONE,interesting,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
never,NONE,never,0,0,0,1,0,0
done,NONE,,0,1,0,0,1,0
any-,NONE,,0,1,0,0,1,0
we,NONE,,0,1,0,0,1,0
have,NONE,,0,1,0,0,1,0
you,PRN,,1,1,1,0,0,0
know,PRN,know,1,0,0,0,0,1
just,EDITED,,1,1,1,0,0,0
our,EDITED,,1,1,1,0,0,0
our,NONE,,0,1,0,0,1,0
life,NONE,,0,1,0,0,1,0
insurance,NONE,,0,1,0,0,1,0
guy,NONE,,0,1,0,0,1,0
has,NONE,,0,1,0,0,1,0
come,NONE,,0,1,0,0,1,0
out,NONE,,0,1,0,0,1,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
and,NONE,,0,1,0,0,1,0
he,NONE,,0,1,0,0,1,0
's,NONE,,0,1,0,0,1,0
set,EDITED,,1,1,1,0,0,0
up,EDITED,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
,,doneyou,*,*,*,*,*,*
determined,NONE,determined,0,0,0,1,0,0
how,NONE,how,0,0,0,1,0,0
much,NONE,much,0,0,0,1,0,0
we,EDITED,,1,1,1,0,0,0
need,EDITED,,1,1,1,0,0,0
to,EDITED,,1,1,1,0,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
we,NONE,we,0,0,0,1,0,0
need,NONE,need,0,0,0,1,0,0
if,NONE,if,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
happen,NONE,,0,1,0,0,1,0
