w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,yeah,1,0,0,0,0,1
yeah,INTJ,yeah,1,0,0,0,0,1
,,its,*,*,*,*,*,*
,,own,*,*,*,*,*,*
it,NONE,it,0,0,0,1,0,0
becomes,NONE,becomes,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
kind,NONE,kind,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
music,NONE,music,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
its,NONE,its,0,0,0,1,0,0
own,NONE,own,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
when,NONE,when,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
listen,NONE,listen,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
use,NONE,use,0,0,0,1,0,0
elec-,NONE,,0,1,0,0,1,0
some,NONE,some,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
it,NONE,,0,1,0,0,1,0
's,NONE,,0,1,0,0,1,0
they,NONE,they,0,0,0,1,0,0
use,NONE,use,0,0,0,1,0,0
electronic,NONE,electronic,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
acoustic,NONE,acoustic,0,0,0,1,0,0
interchangeably,NONE,interchangeably,0,0,0,1,0,0
