w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
and,NONE,and,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
same,NONE,same,0,0,0,1,0,0
way,NONE,way,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
world,NONE,world,0,0,0,1,0,0
music,NONE,music,0,0,0,1,0,0
takes,NONE,takes,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
forms,NONE,forms,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
been,NONE,been,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
i,EDITED,i,1,0,0,0,0,1
guess,EDITED,guess,1,0,0,0,0,1
i,EDITED,,1,1,1,0,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
the,EDITED,the,1,0,0,0,0,1
best,EDITED,best,1,0,0,0,0,1
example,EDITED,example,1,0,0,0,0,1
or,EDITED,or,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
the,NONE,the,0,0,0,1,0,0
cream,NONE,cream,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
crop,NONE,crop,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
guess,PRN,guess,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
could,PRN,could,1,0,0,0,0,1
say,PRN,say,1,0,0,0,0,1
and,EDITED,,1,1,1,0,0,0
then,EDITED,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
then,NONE,then,0,0,0,1,0,0
taking,NONE,taking,0,0,0,1,0,0
those,EDITED,those,1,0,0,0,0,1
those,NONE,those,0,0,0,1,0,0
qualities,NONE,qualities,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
then,NONE,then,0,0,0,1,0,0
applying,NONE,applying,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
styles,NONE,styles,0,0,0,1,0,0
that,EDITED,that,1,0,0,0,0,1
are,EDITED,are,1,0,0,0,0,1
really,EDITED,really,1,0,0,0,0,1
um,INTJ,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
are,NONE,are,0,0,0,1,0,0
extremely,NONE,extremely,0,0,0,1,0,0
enjoyable,NONE,enjoyable,0,0,0,1,0,0
and,NONE,,0,1,0,0,1,0
then,NONE,,0,1,0,0,1,0
taking,NONE,,0,1,0,0,1,0
