w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
um,INTJ,,1,1,1,0,0,0
let,NONE,let,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
see,NONE,see,0,0,0,1,0,0
what,NONE,what,0,0,0,1,0,0
did,NONE,did,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
wear,NONE,wear,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
work,NONE,work,0,0,0,1,0,0
today,NONE,today,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
actually,NONE,actually,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
wore,NONE,wore,0,0,0,1,0,0
corduroy,NONE,corduroy,0,0,0,1,0,0
shorts,NONE,shorts,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
white,NONE,white,0,0,0,1,0,0
blouse,NONE,blouse,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
flat,NONE,flat,0,0,0,1,0,0
shoes,NONE,shoes,0,0,0,1,0,0
