w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,PRN,,1,1,1,0,0,0
mean,PRN,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
there,EDITED,,1,1,1,0,0,0
are,EDITED,,1,1,1,0,0,0
a,EDITED,,1,1,1,0,0,0
lot,EDITED,,1,1,1,0,0,0
there,NONE,,0,1,0,0,1,0
are,NONE,,0,1,0,0,1,0
so,NONE,,0,1,0,0,1,0
many,NONE,,0,1,0,0,1,0
different,NONE,,0,1,0,0,1,0
songs,NONE,,0,1,0,0,1,0
i,PRN,,1,1,1,0,0,0
mean,PRN,mean,1,0,0,0,0,1
like,INTJ,,1,1,1,0,0,0
the,NONE,,0,1,0,0,1,0
whole,NONE,,0,1,0,0,1,0
thing,NONE,,0,1,0,0,1,0
about,NONE,,0,1,0,0,1,0
cover,NONE,,0,1,0,0,1,0
versions,NONE,,0,1,0,0,1,0
a,NONE,,0,1,0,0,1,0
lot,NONE,,0,1,0,0,1,0
of,NONE,,0,1,0,0,1,0
times,NONE,,0,1,0,0,1,0
i,PRN,,1,1,1,0,0,0
mean,PRN,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
heard,NONE,heard,0,0,0,1,0,0
some,NONE,some,0,0,0,1,0,0
songs,NONE,songs,0,0,0,1,0,0
that,EDITED,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
just,NONE,just,0,0,0,1,0,0
thought,NONE,thought,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
horrendous,NONE,horrendous,0,0,0,1,0,0
cover,NONE,cover,0,0,0,1,0,0
versions,NONE,versions,0,0,0,1,0,0
of,NONE,,0,1,0,0,1,0
i,NONE,,0,1,0,0,1,0
'm,NONE,,0,1,0,0,1,0
like,INTJ,,1,1,1,0,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,NONE,,0,1,0,0,1,0
do,NONE,,0,1,0,0,1,0
n't,NONE,,0,1,0,0,1,0
want,NONE,,0,1,0,0,1,0
to,NONE,,0,1,0,0,1,0
listen,NONE,,0,1,0,0,1,0
to,NONE,,0,1,0,0,1,0
this,NONE,,0,1,0,0,1,0
because,NONE,,0,1,0,0,1,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
you,NONE,,0,1,0,0,1,0
think,NONE,,0,1,0,0,1,0
of,NONE,,0,1,0,0,1,0
the,NONE,,0,1,0,0,1,0
original,NONE,,0,1,0,0,1,0
is,NONE,,0,1,0,0,1,0
like,INTJ,,1,1,1,0,0,0
