w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,PRN,,1,1,1,0,0,0
mean,PRN,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
,,really,*,*,*,*,*,*
,,old,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
there,EDITED,,1,1,1,0,0,0
are,EDITED,,1,1,1,0,0,0
a,EDITED,,1,1,1,0,0,0
lot,EDITED,,1,1,1,0,0,0
there,NONE,,0,1,0,0,1,0
are,NONE,,0,1,0,0,1,0
,,mean,*,*,*,*,*,*
so,NONE,so,0,0,0,1,0,0
many,NONE,many,0,0,0,1,0,0
different,NONE,different,0,0,0,1,0,0
songs,NONE,songs,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
like,INTJ,like,1,0,0,0,0,1
the,NONE,the,0,0,0,1,0,0
whole,NONE,whole,0,0,0,1,0,0
thing,NONE,thing,0,0,0,1,0,0
about,NONE,about,0,0,0,1,0,0
cover,NONE,cover,0,0,0,1,0,0
versions,NONE,versions,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
lot,NONE,lot,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
times,NONE,times,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
i,NONE,i,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
heard,NONE,heard,0,0,0,1,0,0
some,NONE,some,0,0,0,1,0,0
songs,NONE,songs,0,0,0,1,0,0
that,EDITED,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
just,NONE,just,0,0,0,1,0,0
thought,NONE,thought,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
horrendous,NONE,horrendous,0,0,0,1,0,0
cover,NONE,cover,0,0,0,1,0,0
versions,NONE,versions,0,0,0,1,0,0
of,NONE,,0,1,0,0,1,0
,,and,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
'm,NONE,'m,0,0,0,1,0,0
like,INTJ,like,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
i,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
want,NONE,want,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
listen,NONE,listen,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
this,NONE,this,0,0,0,1,0,0
because,NONE,because,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
you,NONE,you,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
original,NONE,original,0,0,0,1,0,0
is,NONE,,0,1,0,0,1,0
like,INTJ,like,1,0,0,0,0,1
,,it,*,*,*,*,*,*
,,'s,*,*,*,*,*,*
