w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
,,alone,*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,0m1s12ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
whereas,NONE,whereas,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m1s422ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
in,NONE,in,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m1s512ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
this,NONE,this,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m1s652ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
country,NONE,country,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m1s912ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
where,NONE,where,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m2s2ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
everyone,NONE,everyone,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m2s322ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
respects,NONE,respects,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m2s712ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
the,NONE,the,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m2s772ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
closed,NONE,closed,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m3s112ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
doors,NONE,doors,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m3s412ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
very,NONE,very,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m3s632ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
much,NONE,much,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m3s922ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
if,NONE,if,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m4s22ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
you,NONE,you,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m4s132ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
go,NONE,go,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m4s312ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
out,NONE,out,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m4s452ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
and,NONE,and,0,0,0,1,0,0
then,NONE,,0,1,0,0,1,0
,,0m4s712ms,*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,],*,*,*,*,*,*
act,NONE,act,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m4s932ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
like,NONE,like,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m5s112ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
the,NONE,the,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m5s202ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
lunatic,NONE,lunatic,0,0,0,1,0,0
you,EDITED,,1,1,1,0,0,0
,,[,*,*,*,*,*,*
,,],*,*,*,*,*,*
,,0m5s772ms,*,*,*,*,*,*
you,NONE,you,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m6s2ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
,,you,*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,0m6s532ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
violate,NONE,violate,0,0,0,1,0,0
the,EDITED,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
,,[,*,*,*,*,*,*
,,0m7s122ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
the,NONE,the,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m7s412ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
,,uh,*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,0m7s712ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,0m7s832ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
norms,NONE,norms,0,0,0,1,0,0
of,EDITED,,1,1,1,0,0,0
social,EDITED,,1,1,1,0,0,0
,,[,*,*,*,*,*,*
,,0m8s642ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
of,NONE,of,0,0,0,1,0,0
um,INTJ,um,1,0,0,0,0,1
,,0m8s942ms,*,*,*,*,*,*
,,of,*,*,*,*,*,*
,,social,*,*,*,*,*,*
,,0m9s982ms,*,*,*,*,*,*
,,0m9s662ms,*,*,*,*,*,*
,,0m9s302ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
,,],*,*,*,*,*,*
,,],*,*,*,*,*,*
,,],*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,[,*,*,*,*,*,*
public,NONE,public,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m10s292ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
behavior,NONE,behavior,0,0,0,1,0,0
um,INTJ,um,1,0,0,0,0,1
,,],*,*,*,*,*,*
,,],*,*,*,*,*,*
,,0m10s862ms,*,*,*,*,*,*
,,0m12s122ms,*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,[,*,*,*,*,*,*
people,NONE,people,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m12s422ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
start,NONE,start,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m12s672ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
paying,NONE,paying,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m12s902ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
attention,NONE,attention,0,0,0,1,0,0
