w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,NONE,i,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
they,EDITED,,1,1,1,0,0,0
they,NONE,they,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
great,NONE,great,0,0,0,1,0,0
deal,NONE,deal,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
all,NONE,all,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
brothers,NONE,brothers,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
sisters,NONE,sisters,0,0,0,1,0,0
got,NONE,got,0,0,0,1,0,0
together,NONE,together,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
actually,NONE,actually,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
conference,NONE,conference,0,0,0,1,0,0
