w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
uh-huh,INTJ,uh-huh,1,0,0,0,0,1
that,NONE,that,0,0,0,1,0,0
sounds,NONE,sounds,0,0,0,1,0,0
interesting,NONE,interesting,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
've,NONE,,0,1,0,0,1,0
never,NONE,,0,1,0,0,1,0
done,NONE,,0,1,0,0,1,0
any-,NONE,,0,1,0,0,1,0
we,NONE,,0,1,0,0,1,0
have,NONE,,0,1,0,0,1,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
just,EDITED,just,1,0,0,0,0,1
our,EDITED,,1,1,1,0,0,0
,,had,*,*,*,*,*,*
our,NONE,our,0,0,0,1,0,0
life,NONE,life,0,0,0,1,0,0
insurance,NONE,insurance,0,0,0,1,0,0
guy,NONE,,0,1,0,0,1,0
has,NONE,,0,1,0,0,1,0
come,NONE,come,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
he,NONE,he,0,0,0,1,0,0
's,NONE,,0,1,0,0,1,0
set,EDITED,,1,1,1,0,0,0
up,EDITED,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
determined,NONE,determined,0,0,0,1,0,0
how,NONE,how,0,0,0,1,0,0
much,NONE,much,0,0,0,1,0,0
we,EDITED,,1,1,1,0,0,0
need,EDITED,,1,1,1,0,0,0
to,EDITED,,1,1,1,0,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
we,NONE,we,0,0,0,1,0,0
need,NONE,need,0,0,0,1,0,0
if,NONE,if,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
happen,NONE,,0,1,0,0,1,0
