w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
taking,EDITED,taking,1,0,0,0,0,1
taking,NONE,taking,0,0,0,1,0,0
care,NONE,care,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
uh,INTJ,uh,1,0,0,0,0,1
i,NONE,i,0,0,0,1,0,0
'm,NONE,'m,0,0,0,1,0,0
actually,NONE,actually,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
air,NONE,air,0,0,0,1,0,0
division,NONE,division,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
monitor,NONE,monitor,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
,,uh,*,*,*,*,*,*
anything,NONE,anything,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
comes,NONE,comes,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
a,NONE,,0,1,0,0,1,0
,,the,*,*,*,*,*,*
stack,NONE,stack,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
building,NONE,building,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
um,INTJ,um,1,0,0,0,0,1
we,NONE,we,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
customers,NONE,customers,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
um,INTJ,um,1,0,0,0,0,1
their,NONE,their,0,0,0,1,0,0
concerns,NONE,concerns,0,0,0,1,0,0
are,NONE,are,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
work,NONE,,0,1,0,0,1,0
place,NONE,,0,1,0,0,1,0
,,workplace,*,*,*,*,*,*
and,NONE,and,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
take,NONE,take,0,0,0,1,0,0
care,NONE,care,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
but,NONE,,0,1,0,0,1,0
within,NONE,within,0,0,0,1,0,0
our,NONE,our,0,0,0,1,0,0
department,NONE,department,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
take,NONE,take,0,0,0,1,0,0
care,NONE,care,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
everything,NONE,everything,0,0,0,1,0,0
waste,NONE,,0,1,0,0,1,0
water,NONE,,0,1,0,0,1,0
uh,INTJ,uh,1,0,0,0,0,1
,,wastewater,*,*,*,*,*,*
solid,NONE,solid,0,0,0,1,0,0
waste,NONE,waste,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
recycling,NONE,recycling,0,0,0,1,0,0
and,EDITED,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
air,NONE,,0,1,0,0,1,0
and,NONE,,0,1,0,0,1,0
