w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
but,NONE,but,0,0,0,1,0,0
see,INTJ,see,1,0,0,0,0,1
for,NONE,for,0,0,0,1,0,0
example,NONE,example,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
see,INTJ,see,1,0,0,0,0,1
what,NONE,what,0,0,0,1,0,0
but,NONE,,0,1,0,0,1,0
other,NONE,other,0,0,0,1,0,0
bands,NONE,bands,0,0,0,1,0,0
consider,NONE,consider,0,0,0,1,0,0
it,NONE,,0,1,0,0,1,0
like,INTJ,like,1,0,0,0,0,1
really,NONE,really,0,0,0,1,0,0
hard,NONE,hard,0,0,0,1,0,0
rock,NONE,rock,0,0,0,1,0,0
it,NONE,,0,1,0,0,1,0
's,NONE,,0,1,0,0,1,0
,,is,*,*,*,*,*,*
like,NONE,like,0,0,0,1,0,0
brash,NONE,,0,1,0,0,1,0
,,thrash,*,*,*,*,*,*
metal,NONE,metal,0,0,0,1,0,0
which,NONE,which,0,0,0,1,0,0
all,NONE,all,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
like,INTJ,,1,1,1,0,0,0
they,NONE,they,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
,,like,*,*,*,*,*,*
this,NONE,this,0,0,0,1,0,0
guitar,NONE,guitar,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
just,NONE,just,0,0,0,1,0,0
bang,NONE,bang,0,0,0,1,0,0
at,NONE,at,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
guitar,NONE,guitar,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
guitar,NONE,guitar,0,0,0,1,0,0
is,NONE,,0,1,0,0,1,0
,,'s,*,*,*,*,*,*
set,NONE,set,0,0,0,1,0,0
like,INTJ,like,1,0,0,0,0,1
really,NONE,really,0,0,0,1,0,0
low,NONE,low,0,0,0,1,0,0
