w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,yeah,1,0,0,0,0,1
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
for,NONE,for,0,0,0,1,0,0
somebody,NONE,somebody,0,0,0,1,0,0
who,NONE,who,0,0,0,1,0,0
is,EDITED,is,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
for,NONE,for,0,0,0,1,0,0
most,NONE,most,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
their,NONE,their,0,0,0,1,0,0
life,NONE,life,0,0,0,1,0,0
has,EDITED,,1,1,1,0,0,0
has,NONE,has,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
not,NONE,not,0,0,0,1,0,0
just,NONE,just,0,0,0,1,0,0
merely,NONE,merely,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
farm,NONE,farm,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
ten,NONE,ten,0,0,0,1,0,0
children,NONE,children,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
farm,NONE,farm,0,0,0,1,0,0
ran,NONE,ran,0,0,0,1,0,0
everything,NONE,everything,0,0,0,1,0,0
because,NONE,because,0,0,0,1,0,0
her,NONE,her,0,0,0,1,0,0
husband,NONE,husband,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
away,NONE,away,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
coal,NONE,coal,0,0,0,1,0,0
mines,NONE,mines,0,0,0,1,0,0
