w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,yeah,1,0,0,0,0,1
the,NONE,the,0,0,0,1,0,0
other,NONE,other,0,0,0,1,0,0
thing,NONE,thing,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
done,NONE,done,0,0,0,1,0,0
that,EDITED,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
nice,NONE,nice,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
see,NONE,see,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
one,NONE,one,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
financial,NONE,financial,0,0,0,1,0,0
companies,NONE,companies,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
han-,EDITED,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
john,NONE,john,0,0,0,1,0,0
hancock,NONE,hancock,0,0,0,1,0,0
company,NONE,company,0,0,0,1,0,0
came,NONE,came,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
their,NONE,their,0,0,0,1,0,0
agent,NONE,,0,1,0,0,1,0
,,agents,*,*,*,*,*,*
did,NONE,did,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
long,NONE,,0,1,0,0,1,0
term,NONE,,0,1,0,0,1,0
,,long-term,*,*,*,*,*,*
analysis,NONE,analysis,0,0,0,1,0,0
based,NONE,based,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
salary,NONE,salary,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
what,EDITED,what,1,0,0,0,0,1
we,EDITED,we,1,0,0,0,0,1
were,EDITED,were,1,0,0,0,0,1
pla-,EDITED,,1,1,1,0,0,0
what,EDITED,,1,1,1,0,0,0
,,playing,*,*,*,*,*,*
what,NONE,what,0,0,0,1,0,0
our,NONE,our,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
goals,NONE,goals,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
long,NONE,,0,1,0,0,1,0
term,NONE,,0,1,0,0,1,0
,,long-term,*,*,*,*,*,*
budget,NONE,budget,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
terms,NONE,terms,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
retirement,NONE,retirement,0,0,0,1,0,0
kids,NONE,kids,0,0,0,1,0,0
college,NONE,college,0,0,0,1,0,0
paying,NONE,paying,0,0,0,1,0,0
off,NONE,off,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
house,NONE,house,0,0,0,1,0,0
buying,NONE,buying,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
different,NONE,different,0,0,0,1,0,0
house,NONE,house,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
special,NONE,special,0,0,0,1,0,0
thing,NONE,thing,0,0,0,1,0,0
buying,NONE,buying,0,0,0,1,0,0
land,NONE,land,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
building,NONE,building,0,0,0,1,0,0
our,NONE,,0,1,0,0,1,0
own,NONE,,0,1,0,0,1,0
house,NONE,,0,1,0,0,1,0
