w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,EDITED,i,1,0,0,0,0,1
,,have,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
strong,NONE,strong,0,0,0,1,0,0
objections,NONE,objections,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
um,INTJ,um,1,0,0,0,0,1
actually,NONE,actually,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
listen,NONE,,0,1,0,0,1,0
,,listened,*,*,*,*,*,*
to,NONE,to,0,0,0,1,0,0
one,NONE,one,0,0,0,1,0,0
time,NONE,time,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
remember,NONE,remember,0,0,0,1,0,0
this,PRN,this,1,0,0,0,0,1
was,PRN,was,1,0,0,0,0,1
back,PRN,back,1,0,0,0,0,1
when,PRN,when,1,0,0,0,0,1
even,PRN,even,1,0,0,0,0,1
uh,PRN,uh,1,0,0,0,0,1
i,PRN,,1,1,1,0,0,0
would,PRN,,1,1,1,0,0,0
say,PRN,,1,1,1,0,0,0
about,PRN,,1,1,1,0,0,0
ten,PRN,,1,1,1,0,0,0
or,PRN,,1,1,1,0,0,0
fifteen,PRN,,1,1,1,0,0,0
years,PRN,,1,1,1,0,0,0
ago,PRN,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
,,would,*,*,*,*,*,*
,,say,*,*,*,*,*,*
,,about,*,*,*,*,*,*
,,10,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,15,*,*,*,*,*,*
,,years,*,*,*,*,*,*
,,ago,*,*,*,*,*,*
