w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
well,INTJ,well,1,0,0,0,0,1
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
know,NONE,know,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
have,NONE,have,0,0,0,1,0,0
attended,NONE,attended,0,0,0,1,0,0
some,NONE,some,0,0,0,1,0,0
seminars,NONE,seminars,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
some,NONE,some,0,0,0,1,0,0
tapes,NONE,tapes,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
went,NONE,went,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
them,NONE,them,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
i,PRN,i,1,0,0,0,0,1
guess,PRN,guess,1,0,0,0,0,1
not,NONE,not,0,0,0,1,0,0
so,NONE,so,0,0,0,1,0,0
much,NONE,much,0,0,0,1,0,0
books,NONE,books,0,0,0,1,0,0
although,NONE,although,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
sometimes,NONE,sometimes,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
manuals,NONE,manuals,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
things,NONE,things,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
they,NONE,they,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
things,NONE,things,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
like,INTJ,like,1,0,0,0,0,1
how,NONE,how,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
successful,NONE,successful,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
sort,NONE,sort,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
talking,NONE,talking,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
yourself,NONE,yourself,0,0,0,1,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
ge-,EDITED,,1,1,1,0,0,0
getting,NONE,getting,0,0,0,1,0,0
your,EDITED,,1,1,1,0,0,0
yourself,NONE,yourself,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
gear,NONE,gear,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
sort,NONE,sort,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
pull,NONE,pull,0,0,0,1,0,0
yourself,NONE,yourself,0,0,0,1,0,0
up,NONE,up,0,0,0,1,0,0
by,NONE,by,0,0,0,1,0,0
your,NONE,your,0,0,0,1,0,0
boot,NONE,,0,1,0,0,1,0
straps,NONE,,0,1,0,0,1,0
,,bootstraps,*,*,*,*,*,*
and,NONE,and,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
what,NONE,what,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
want,NONE,want,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
,,but,*,*,*,*,*,*
convincing,NONE,convincing,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
need,NONE,need,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
get,NONE,get,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
