w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,NONE,i,0,0,0,1,0,0
bet,NONE,bet,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
rather,NONE,rather,0,0,0,1,0,0
interesting,NONE,interesting,0,0,0,1,0,0
uh,INTJ,uh,1,0,0,0,0,1
that,NONE,that,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
uh,INTJ,uh,1,0,0,0,0,1
self,NONE,,0,1,0,0,1,0
improvement,NONE,,0,1,0,0,1,0
that,EDITED,that,1,0,0,0,0,1
's,EDITED,'s,1,0,0,0,0,1
that,EDITED,that,1,0,0,0,0,1
's,EDITED,'s,1,0,0,0,0,1
alwa-,EDITED,,1,1,1,0,0,0
well,INTJ,well,1,0,0,0,0,1
,,all,*,*,*,*,*,*
,,'s,*,*,*,*,*,*
,,self-improvement,*,*,*,*,*,*
,,that,*,*,*,*,*,*
that,NONE,that,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
kind,NONE,kind,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
hobby,NONE,hobby,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
self,NONE,,0,1,0,0,1,0
improvement,NONE,,0,1,0,0,1,0
,,self-improvement,*,*,*,*,*,*
from,NONE,from,0,0,0,1,0,0
the,NONE,,0,1,0,0,1,0
,,a,*,*,*,*,*,*
standpoint,NONE,standpoint,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
probably,NONE,probably,0,0,0,1,0,0
relaxing,NONE,relaxing,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
