w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
um,INTJ,,1,1,1,0,0,0
the,EDITED,,1,1,1,0,0,0
,,uh,*,*,*,*,*,*
the,NONE,the,0,0,0,1,0,0
other,NONE,other,0,0,0,1,0,0
side,NONE,side,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
might,NONE,might,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
if,EDITED,,1,1,1,0,0,0
if,NONE,if,0,0,0,1,0,0
someone,NONE,someone,0,0,0,1,0,0
found,NONE,found,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
surmised,NONE,surmised,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
true,NONE,true,0,0,0,1,0,0
then,NONE,then,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
feel,NONE,feel,0,0,0,1,0,0
probably,NONE,probably,0,0,0,1,0,0
more,NONE,more,0,0,0,1,0,0
invaded,NONE,invaded,0,0,0,1,0,0
in,NONE,,0,1,0,0,1,0
,,on,*,*,*,*,*,*
the,NONE,the,0,0,0,1,0,0
gossipy,NONE,gossipy,0,0,0,1,0,0
sort,NONE,sort,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
sense,NONE,,0,1,0,0,1,0
