w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
am,NONE,am,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
work,NONE,work,0,0,0,1,0,0
faster,NONE,faster,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
get,NONE,get,0,0,0,1,0,0
things,NONE,things,0,0,0,1,0,0
done,NONE,done,0,0,0,1,0,0
faster,NONE,faster,0,0,0,1,0,0
than,NONE,than,0,0,0,1,0,0
when,NONE,when,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
'm,NONE,'m,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
dress,NONE,dress,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
heels,NONE,heels,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
i,NONE,,0,1,0,0,1,0
and,NONE,and,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
weird,NONE,weird,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
i,EDITED,i,1,0,0,0,0,1
it,EDITED,it,1,0,0,0,0,1
's,EDITED,'s,1,0,0,0,0,1
i,EDITED,i,1,0,0,0,0,1
do,EDITED,,1,1,1,0,0,0
i,EDITED,i,1,0,0,0,0,1
can,EDITED,can,1,0,0,0,0,1
i,NONE,i,0,0,0,1,0,0
can,NONE,can,0,0,0,1,0,0
get,NONE,get,0,0,0,1,0,0
so,NONE,so,0,0,0,1,0,0
much,NONE,much,0,0,0,1,0,0
more,NONE,more,0,0,0,1,0,0
done,NONE,done,0,0,0,1,0,0
if,NONE,if,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
'm,NONE,'m,0,0,0,1,0,0
dressed,NONE,dressed,0,0,0,1,0,0
comfortable,NONE,,0,1,0,0,1,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
,,comfortably,*,*,*,*,*,*
