w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
so,EDITED,,1,1,1,0,0,0
so,NONE,so,0,0,0,1,0,0
i,PRN,,1,1,1,0,0,0
mean,PRN,,1,1,1,0,0,0
it,NONE,,0,1,0,0,1,0
i,PRN,,1,1,1,0,0,0
mean,PRN,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
har-,EDITED,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
truly,NONE,truly,0,0,0,1,0,0
wish,NONE,wish,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
if,NONE,if,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
happen,NONE,happen,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
children,NONE,children,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
me,NONE,me,0,0,0,1,0,0
