w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
and,NONE,and,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
but,NONE,but,0,0,0,1,0,0
she,EDITED,,1,1,1,0,0,0
was,EDITED,,1,1,1,0,0,0
truly,EDITED,,1,1,1,0,0,0
she,NONE,she,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
truly,NONE,truly,0,0,0,1,0,0
aware,NONE,aware,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
i,EDITED,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
di-,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
know,NONE,know,0,0,0,1,0,0
how,EDITED,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
would,EDITED,,1,1,1,0,0,0
how,NONE,how,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
deal,NONE,deal,0,0,0,1,0,0
if,NONE,if,0,0,0,1,0,0
one,NONE,one,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
parents,NONE,parents,0,0,0,1,0,0
came,NONE,came,0,0,0,1,0,0
with,EDITED,,1,1,1,0,0,0
with,NONE,with,0,0,0,1,0,0
alzheimer,NONE,alzheimer,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
which,EDITED,,1,1,1,0,0,0
is,EDITED,,1,1,1,0,0,0
which,NONE,which,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
far,NONE,far,0,0,0,1,0,0
more,NONE,more,0,0,0,1,0,0
devastating,NONE,devastating,0,0,0,1,0,0
