w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
in,NONE,in,0,0,0,1,0,0
fact,NONE,fact,0,0,0,1,0,0
i,EDITED,,1,1,1,0,0,0
just,EDITED,,1,1,1,0,0,0
bought,EDITED,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
just,NONE,just,0,0,0,1,0,0
got,NONE,got,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
new,NONE,new,0,0,0,1,0,0
outfit,NONE,outfit,0,0,0,1,0,0
as,NONE,as,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
gift,NONE,gift,0,0,0,1,0,0
that,NONE,,0,1,0,0,1,0
um,INTJ,,1,1,1,0,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
one,NONE,one,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
those,NONE,those,0,0,0,1,0,0
skorts,NONE,skorts,0,0,0,1,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
th-,NONE,,0,1,0,0,1,0
it,NONE,,0,1,0,0,1,0
's,NONE,,0,1,0,0,1,0
shorts,NONE,,0,1,0,0,1,0
but,NONE,,0,1,0,0,1,0
it,NONE,,0,1,0,0,1,0
looks,NONE,,0,1,0,0,1,0
like,NONE,,0,1,0,0,1,0
a,NONE,,0,1,0,0,1,0
skirt,NONE,,0,1,0,0,1,0
