w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
that,NONE,that,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
interesting,NONE,interesting,0,0,0,1,0,0
are,EDITED,,1,1,1,0,0,0
th-,EDITED,,1,1,1,0,0,0
are,NONE,are,0,0,0,1,0,0
there,NONE,there,0,0,0,1,0,0
any,NONE,any,0,0,0,1,0,0
other,NONE,other,0,0,0,1,0,0
specific,NONE,specific,0,0,0,1,0,0
things,NONE,things,0,0,0,1,0,0
that,EDITED,,1,1,1,0,0,0
that,EDITED,,1,1,1,0,0,0
you,EDITED,,1,1,1,0,0,0
feel,EDITED,,1,1,1,0,0,0
like,EDITED,,1,1,1,0,0,0
where,EDITED,,1,1,1,0,0,0
where,NONE,where,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
feel,NONE,feel,0,0,0,1,0,0
your,NONE,your,0,0,0,1,0,0
privacy,NONE,privacy,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
invaded,NONE,invaded,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
day-to-day,NONE,day-to-day,0,0,0,1,0,0
basis,NONE,basis,0,0,0,1,0,0
or,NONE,,0,1,0,0,1,0
either,NONE,,0,1,0,0,1,0
on,NONE,,0,1,0,0,1,0
a,NONE,,0,1,0,0,1,0
growing,NONE,,0,1,0,0,1,0
frequency,NONE,,0,1,0,0,1,0
