w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
well,INTJ,well,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
really,NONE,really,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
not,NONE,not,0,0,0,1,0,0
world,NONE,world,0,0,0,1,0,0
music,NONE,music,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
what,EDITED,,1,1,1,0,0,0
what,NONE,what,0,0,0,1,0,0
paul,NONE,paul,0,0,0,1,0,0
simon,NONE,simon,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
doing,NONE,doing,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
think,PRN,think,1,0,0,0,0,1
is,EDITED,,1,1,1,0,0,0
is,EDITED,,1,1,1,0,0,0
is,NONE,is,0,0,0,1,0,0
great,NONE,great,0,0,0,1,0,0
because,NONE,because,0,0,0,1,0,0
he,NONE,he,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
i,EDITED,i,1,0,0,0,0,1
think,EDITED,think,1,0,0,0,0,1
i,EDITED,,1,1,1,0,0,0
think,EDITED,,1,1,1,0,0,0
that,EDITED,that,1,0,0,0,0,1
,,know,*,*,*,*,*,*
,,you,*,*,*,*,*,*
using,NONE,using,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
guess,PRN,guess,1,0,0,0,0,1
what,PRN,what,1,0,0,0,0,1
they,PRN,they,1,0,0,0,0,1
call,PRN,call,1,0,0,0,0,1
it,PRN,it,1,0,0,0,0,1
is,PRN,is,1,0,0,0,0,1
,,a,*,*,*,*,*,*
eclectic,NONE,eclectic,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
drawing,NONE,drawing,0,0,0,1,0,0
from,NONE,from,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
lot,NONE,lot,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
different,NONE,different,0,0,0,1,0,0
sources,NONE,sources,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
making,NONE,making,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
a,NONE,a,0,0,0,1,0,0
synthesis,NONE,synthesis,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
new,NONE,new,0,0,0,1,0,0
type,NONE,type,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
music,NONE,music,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
,,what,*,*,*,*,*,*
,,do,*,*,*,*,*,*
,,you,*,*,*,*,*,*
