w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
um,INTJ,um,1,0,0,0,0,1
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
vary,NONE,vary,0,0,0,1,0,0
um,INTJ,um,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
i,NONE,i,0,0,0,1,0,0
wear,NONE,wear,0,0,0,1,0,0
suits,NONE,suits,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
wear,NONE,wear,0,0,0,1,0,0
skirts,NONE,skirts,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
sweaters,NONE,sweaters,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
occasion,NONE,occasion,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
can,NONE,can,0,0,0,1,0,0
wear,NONE,wear,0,0,0,1,0,0
jeans,NONE,jeans,0,0,0,1,0,0
um,INTJ,um,1,0,0,0,0,1
how,NONE,,0,1,0,0,1,0
about,NONE,,0,1,0,0,1,0
you,NONE,,0,1,0,0,1,0
