w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
and,NONE,and,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
it,NONE,,0,1,0,0,1,0
was,NONE,,0,1,0,0,1,0
about,NONE,,0,1,0,0,1,0
the,EDITED,,1,1,1,0,0,0
the,EDITED,,1,1,1,0,0,0
piece,EDITED,,1,1,1,0,0,0
of,EDITED,,1,1,1,0,0,0
music,EDITED,,1,1,1,0,0,0
the,NONE,the,0,0,0,1,0,0
piece,NONE,piece,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
music,NONE,music,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
about,EDITED,,1,1,1,0,0,0
i,PRN,,1,1,1,0,0,0
think,PRN,,1,1,1,0,0,0
about,NONE,about,0,0,0,1,0,0
forty,NONE,,0,1,0,0,1,0
,,about,*,*,*,*,*,*
,,i,*,*,*,*,*,*
,,think,*,*,*,*,*,*
,,40,*,*,*,*,*,*
or,NONE,or,0,0,0,1,0,0
fifty,NONE,,0,1,0,0,1,0
,,50,*,*,*,*,*,*
years,NONE,years,0,0,0,1,0,0
old,NONE,old,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
incredible,NONE,incredible,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
the,NONE,the,0,0,0,1,0,0
parallel,NONE,,0,1,0,0,1,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
,,parallels,*,*,*,*,*,*
between,NONE,between,0,0,0,1,0,0
it,NONE,,0,1,0,0,1,0
and,NONE,,0,1,0,0,1,0
rap,NONE,,0,1,0,0,1,0
