w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
uh,INTJ,,1,1,1,0,0,0
we,EDITED,,1,1,1,0,0,0
've,EDITED,,1,1,1,0,0,0
we,NONE,we,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
taken,NONE,taken,0,0,0,1,0,0
how,NONE,,0,1,0,0,1,0
much,NONE,,0,1,0,0,1,0
we,NONE,,0,1,0,0,1,0
have,NONE,,0,1,0,0,1,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
write,NONE,,0,1,0,0,1,0
down,NONE,,0,1,0,0,1,0
how,NONE,how,0,0,0,1,0,0
much,NONE,much,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
coming,NONE,coming,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
each,NONE,each,0,0,0,1,0,0
month,NONE,month,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
then,NONE,then,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
we,NONE,,0,1,0,0,1,0
've,NONE,,0,1,0,0,1,0
at,NONE,at,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
beginning,NONE,beginning,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
year,NONE,year,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
sat,NONE,,0,1,0,0,1,0
,,sit,*,*,*,*,*,*
down,NONE,down,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
determined,NONE,,0,1,0,0,1,0
,,determine,*,*,*,*,*,*
how,NONE,how,0,0,0,1,0,0
much,NONE,much,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
could,NONE,could,0,0,0,1,0,0
spend,NONE,spend,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
sat,EDITED,,1,1,1,0,0,0
dow-,EDITED,,1,1,1,0,0,0
,,'ve,*,*,*,*,*,*
made,NONE,made,0,0,0,1,0,0
up,NONE,up,0,0,0,1,0,0
different,NONE,different,0,0,0,1,0,0
accounts,NONE,accounts,0,0,0,1,0,0
like,INTJ,like,1,0,0,0,0,1
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
we,NONE,we,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
set,NONE,set,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
budget,NONE,budget,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
each,NONE,each,0,0,0,1,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
household,NONE,household,0,0,0,1,0,0
expenses,NONE,expenses,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
food,NONE,food,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
clothing,NONE,clothing,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
entertainment,NONE,entertainment,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
then,NONE,then,0,0,0,1,0,0
our,EDITED,,1,1,1,0,0,0
our,NONE,our,0,0,0,1,0,0
own,NONE,own,0,0,0,1,0,0
fun,NONE,fun,0,0,0,1,0,0
money,NONE,money,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
just,NONE,just,0,0,0,1,0,0
stuff,NONE,stuff,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
then,NONE,then,0,0,0,1,0,0
we,EDITED,we,1,0,0,0,0,1
write,EDITED,write,1,0,0,0,0,1
down,EDITED,down,1,0,0,0,0,1
each,EDITED,,1,1,1,0,0,0
each,NONE,each,0,0,0,1,0,0
time,NONE,time,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
spend,NONE,spend,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
write,NONE,write,0,0,0,1,0,0
down,NONE,down,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
a,NONE,,0,1,0,0,1,0
,,the,*,*,*,*,*,*
book,NONE,book,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
at,NONE,at,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
end,NONE,end,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
month,NONE,month,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
tally,NONE,tally,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
up,NONE,up,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
see,NONE,see,0,0,0,1,0,0
how,NONE,how,0,0,0,1,0,0
close,NONE,close,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
we,EDITED,,1,1,1,0,0,0
,,'ve,*,*,*,*,*,*
we,NONE,we,0,0,0,1,0,0
try,NONE,try,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
stay,NONE,stay,0,0,0,1,0,0
within,NONE,within,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
certain,NONE,certain,0,0,0,1,0,0
budget,NONE,budget,0,0,0,1,0,0
so,NONE,,0,1,0,0,1,0
