w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
uh-huh,INTJ,,1,1,1,0,0,0
yeah,INTJ,,1,1,1,0,0,0
probably,NONE,probably,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
hardest,NONE,hardest,0,0,0,1,0,0
thing,NONE,thing,0,0,0,1,0,0
in,EDITED,,1,1,1,0,0,0
in,NONE,in,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
family,NONE,family,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
my,NONE,my,0,0,0,1,0,0
grandmother,NONE,grandmother,0,0,0,1,0,0
she,NONE,she,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
put,NONE,put,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
nursing,NONE,nursing,0,0,0,1,0,0
home,NONE,home,0,0,0,1,0,0
and,NONE,,0,1,0,0,1,0
um,INTJ,,1,1,1,0,0,0
she,NONE,she,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
used,NONE,used,0,0,0,1,0,0
the,NONE,,0,1,0,0,1,0
,,a,*,*,*,*,*,*
walker,NONE,walker,0,0,0,1,0,0
for,EDITED,,1,1,1,0,0,0
for,NONE,for,0,0,0,1,0,0
quite,NONE,quite,0,0,0,1,0,0
some,NONE,some,0,0,0,1,0,0
time,NONE,time,0,0,0,1,0,0
probably,NONE,probably,0,0,0,1,0,0
about,NONE,about,0,0,0,1,0,0
six,NONE,six,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
nine,NONE,nine,0,0,0,1,0,0
months,NONE,months,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
she,NONE,she,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
fall,NONE,fall,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
finally,NONE,finally,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
she,NONE,she,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
parkinson,NONE,parkinson,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
disease,NONE,disease,0,0,0,1,0,0
