w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,yeah,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
we,NONE,we,0,0,0,1,0,0
're,NONE,'re,0,0,0,1,0,0
kind,NONE,kind,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
way,NONE,way,0,0,0,1,0,0
too,NONE,too,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
try,NONE,try,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
'm,NONE,'m,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
same,NONE,same,0,0,0,1,0,0
way,NONE,way,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
are,NONE,are,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
kind,NONE,kind,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
try,NONE,try,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
judge,NONE,judge,0,0,0,1,0,0
from,NONE,from,0,0,0,1,0,0
day,NONE,day,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
day,NONE,day,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
know,NONE,know,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
where,NONE,where,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
am,NONE,am,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
work,NONE,work,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
lot,NONE,lot,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
customers,NONE,customers,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
we,NONE,we,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
lot,NONE,lot,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
government,NONE,government,0,0,0,1,0,0
folks,NONE,folks,0,0,0,1,0,0
come,NONE,come,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
all,NONE,all,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
time,NONE,time,0,0,0,1,0,0
and,EDITED,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
,,and,*,*,*,*,*,*
if,NONE,if,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
know,NONE,know,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
're,NONE,'re,0,0,0,1,0,0
going,NONE,going,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
there,NONE,there,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
you,EDITED,you,1,0,0,0,0,1
,,know,*,*,*,*,*,*
,,you,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
try,NONE,try,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
watch,NONE,watch,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
say,NONE,say,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
really,NONE,really,0,0,0,1,0,0
dress,NONE,dress,0,0,0,1,0,0
up,NONE,,0,1,0,0,1,0
