w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
and,NONE,and,0,0,0,1,0,0
these,NONE,these,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
even,NONE,even,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
full,NONE,full,0,0,0,1,0,0
ones,NONE,ones,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
they,NONE,they,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
problem,NONE,problem,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
here,NONE,here,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
last,NONE,last,0,0,0,1,0,0
summer,NONE,summer,0,0,0,1,0,0
wearing,NONE,wearing,0,0,0,1,0,0
these,NONE,these,0,0,0,1,0,0
shorts,NONE,shorts,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
the,NONE,the,0,0,0,1,0,0
real,NONE,real,0,0,0,1,0,0
wide,NONE,wide,0,0,0,1,0,0
full,NONE,full,0,0,0,1,0,0
ones,NONE,ones,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
and,NONE,and,0,0,0,1,0,0
becau-,EDITED,,1,1,1,0,0,0
these,NONE,these,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
even,NONE,even,0,0,0,1,0,0
those,NONE,those,0,0,0,1,0,0
these,NONE,these,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
like,INTJ,like,1,0,0,0,0,1
pretty,NONE,pretty,0,0,0,1,0,0
short,NONE,short,0,0,0,1,0,0
black,NONE,black,0,0,0,1,0,0
and,NONE,,0,1,0,0,1,0
,,i,*,*,*,*,*,*
,,mean,*,*,*,*,*,*
they,NONE,they,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
very,NONE,very,0,0,0,1,0,0
dressy,NONE,dressy,0,0,0,1,0,0
the,NONE,,0,1,0,0,1,0
,,they,*,*,*,*,*,*
were,NONE,were,0,0,0,1,0,0
black,NONE,black,0,0,0,1,0,0
velvet,NONE,velvet,0,0,0,1,0,0
shorts,NONE,shorts,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
she,NONE,she,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
black,NONE,black,0,0,0,1,0,0
hose,NONE,hose,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
black,NONE,black,0,0,0,1,0,0
heels,NONE,heels,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
she,NONE,she,0,0,0,1,0,0
looked,NONE,looked,0,0,0,1,0,0
very,NONE,very,0,0,0,1,0,0
very,NONE,very,0,0,0,1,0,0
nice,NONE,nice,0,0,0,1,0,0
