w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,,1,1,1,0,0,0
yeah,INTJ,,1,1,1,0,0,0
well,INTJ,,1,1,1,0,0,0
with,EDITED,,1,1,1,0,0,0
my,EDITED,,1,1,1,0,0,0
with,NONE,with,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
grandmother,NONE,grandmother,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
think,PRN,think,1,0,0,0,0,1
it,EDITED,,1,1,1,0,0,0
was,EDITED,,1,1,1,0,0,0
it,NONE,it,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
such,NONE,such,0,0,0,1,0,0
that,EDITED,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
she,NONE,she,0,0,0,1,0,0
did,NONE,did,0,0,0,1,0,0
not,NONE,not,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
problem,NONE,problem,0,0,0,1,0,0
with,NONE,,0,1,0,0,1,0
she,NONE,she,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
very,NONE,very,0,0,0,1,0,0
well,NONE,well,0,0,0,1,0,0
aware,NONE,aware,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
her,NONE,her,0,0,0,1,0,0
daughter,NONE,daughter,0,0,0,1,0,0
came,NONE,came,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
visited,NONE,visited,0,0,0,1,0,0
her,NONE,her,0,0,0,1,0,0
