w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
well,INTJ,well,1,0,0,0,0,1
presumably,NONE,presumably,0,0,0,1,0,0
those,NONE,those,0,0,0,1,0,0
who,NONE,who,0,0,0,1,0,0
find,NONE,find,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
such,NONE,such,0,0,0,1,0,0
information,NONE,information,0,0,0,1,0,0
if,NONE,if,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
are,NONE,are,0,0,0,1,0,0
doing,NONE,doing,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
prefer,NONE,prefer,0,0,0,1,0,0
to,EDITED,to,1,0,0,0,0,1
not,NONE,not,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
known,NONE,known,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
the,NONE,the,0,0,0,1,0,0
classic,NONE,classic,0,0,0,1,0,0
oh,INTJ,oh,1,0,0,0,0,1
i,PRN,,1,1,1,0,0,0
do,PRN,,1,1,1,0,0,0
n't,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
c,NONE,,0,1,0,0,1,0
i,NONE,i,0,0,0,1,0,0
a,NONE,,0,1,0,0,1,0
,,know,*,*,*,*,*,*
,,do,*,*,*,*,*,*
,,cia,*,*,*,*,*,*
,,n't,*,*,*,*,*,*
conspiracy,NONE,conspiracy,0,0,0,1,0,0
theories,NONE,theories,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
whatever,NONE,whatever,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
,,uh,*,*,*,*,*,*
such,NONE,such,0,0,0,1,0,0
parties,NONE,parties,0,0,0,1,0,0
trying,NONE,trying,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
without,NONE,without,0,0,0,1,0,0
your,NONE,your,0,0,0,1,0,0
knowledge,NONE,knowledge,0,0,0,1,0,0
so,NONE,so,0,0,0,1,0,0
there,NONE,there,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
things,NONE,things,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
invade,NONE,invade,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
second,NONE,second,0,0,0,1,0,0
type,NONE,type,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
privacy,NONE,privacy,0,0,0,1,0,0
where,NONE,where,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
know,NONE,know,0,0,0,1,0,0
about,NONE,about,0,0,0,1,0,0
them,NONE,them,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
possibly,NONE,possibly,0,0,0,1,0,0
things,NONE,things,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
invade,NONE,invade,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
second,NONE,second,0,0,0,1,0,0
type,NONE,type,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
privacy,NONE,privacy,0,0,0,1,0,0
without,NONE,without,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
knowing,NONE,knowing,0,0,0,1,0,0
about,NONE,about,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
ca,NONE,ca,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
talk,NONE,talk,0,0,0,1,0,0
about,NONE,about,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
second,NONE,second,0,0,0,1,0,0
one,NONE,one,0,0,0,1,0,0
other,NONE,other,0,0,0,1,0,0
than,NONE,than,0,0,0,1,0,0
to,EDITED,to,1,0,0,0,0,1
to,EDITED,to,1,0,0,0,0,1
to,NONE,to,0,0,0,1,0,0
generate,NONE,generate,0,0,0,1,0,0
paranoia,NONE,paranoia,0,0,0,1,0,0
it,NONE,,0,1,0,0,1,0
's,NONE,,0,1,0,0,1,0
a,NONE,,0,1,0,0,1,0
,,just,*,*,*,*,*,*
,,yeah,*,*,*,*,*,*
surmise,NONE,surmise,0,0,0,1,0,0
and,NONE,,0,1,0,0,1,0
,,i,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
'd,NONE,'d,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
quite,NONE,quite,0,0,0,1,0,0
low,NONE,low,0,0,0,1,0,0
at,NONE,,0,1,0,0,1,0
least,NONE,,0,1,0,0,1,0
in,NONE,,0,1,0,0,1,0
this,NONE,,0,1,0,0,1,0
country,NONE,,0,1,0,0,1,0
