w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,yeah,1,0,0,0,0,1
yeah,INTJ,yeah,1,0,0,0,0,1
,,],*,*,*,*,*,*
,,0m1s322ms,*,*,*,*,*,*
,,[,*,*,*,*,*,*
that,NONE,that,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
true,NONE,true,0,0,0,1,0,0
yeah,INTJ,yeah,1,0,0,0,0,1
no,INTJ,no,1,0,0,0,0,1
i,EDITED,i,1,0,0,0,0,1
do,EDITED,do,1,0,0,0,0,1
n't,EDITED,n't,1,0,0,0,0,1
uh,EDITED,uh,1,0,0,0,0,1
i,EDITED,i,1,0,0,0,0,1
do,EDITED,do,1,0,0,0,0,1
n't,EDITED,n't,1,0,0,0,0,1
have,EDITED,have,1,0,0,0,0,1
,,],*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,0m2s12ms,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
did,NONE,did,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
go,NONE,go,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
far,NONE,far,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m4s722ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
but,NONE,but,0,0,0,1,0,0
uh,INTJ,uh,1,0,0,0,0,1
yeah,INTJ,yeah,1,0,0,0,0,1
i,NONE,i,0,0,0,1,0,0
probably,NONE,probably,0,0,0,1,0,0
could,NONE,could,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
same,NONE,same,0,0,0,1,0,0
thing,NONE,thing,0,0,0,1,0,0
uh,INTJ,uh,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
,,],*,*,*,*,*,*
,,0m7s422ms,*,*,*,*,*,*
,,[,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
storm,NONE,storm,0,0,0,1,0,0
door,NONE,door,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
'm,NONE,'m,0,0,0,1,0,0
sure,NONE,sure,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
could,NONE,could,0,0,0,1,0,0
rig,NONE,rig,0,0,0,1,0,0
up,NONE,up,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m11s122ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
but,NONE,but,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
stop,NONE,stop,0,0,0,1,0,0
people,NONE,people,0,0,0,1,0,0
i,EDITED,,1,1,1,0,0,0
,,],*,*,*,*,*,*
,,0m13s422ms,*,*,*,*,*,*
,,[,*,*,*,*,*,*
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
see,NONE,see,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
word,NONE,word,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
says,NONE,says,0,0,0,1,0,0
,,uh,*,*,*,*,*,*
go,NONE,go,0,0,0,1,0,0
,,[,*,*,*,*,*,*
,,0m17s22ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
instead,NONE,instead,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
stop,NONE,stop,0,0,0,1,0,0
oh,INTJ,oh,1,0,0,0,0,1
goodness,INTJ,goodness,1,0,0,0,0,1
,,0m18s422ms,*,*,*,*,*,*
,,],*,*,*,*,*,*
,,],*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,[,*,*,*,*,*,*
,,0m20s822ms,*,*,*,*,*,*
