w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
all,NONE,,0,1,0,0,1,0
the,EDITED,the,1,0,0,0,0,1
class-,EDITED,,1,1,1,0,0,0
,,class,*,*,*,*,*,*
,,well,*,*,*,*,*,*
the,NONE,the,0,0,0,1,0,0
other,NONE,other,0,0,0,1,0,0
classic,NONE,classic,0,0,0,1,0,0
examples,NONE,examples,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
jehovah,NONE,jehovah,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
witness,NONE,witness,0,0,0,1,0,0
or,EDITED,,1,1,1,0,0,0
or,NONE,or,0,0,0,1,0,0
mormons,NONE,mormons,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
someone,NONE,someone,0,0,0,1,0,0
knocking,NONE,knocking,0,0,0,1,0,0
at,NONE,at,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
front,NONE,front,0,0,0,1,0,0
door,NONE,door,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
which,NONE,which,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
more,NONE,more,0,0,0,1,0,0
intrusive,NONE,intrusive,0,0,0,1,0,0
because,NONE,because,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
tell,NONE,tell,0,0,0,1,0,0
someone,NONE,someone,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
go,NONE,go,0,0,0,1,0,0
away,NONE,away,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
there,NONE,there,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
sense,NONE,sense,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
now,NONE,now,0,0,0,1,0,0
opened,NONE,opened,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
door,NONE,door,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
now,NONE,now,0,0,0,1,0,0
see,NONE,see,0,0,0,1,0,0
what,NONE,,0,1,0,0,1,0
,,how,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
look,NONE,look,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
what,NONE,,0,1,0,0,1,0
,,how,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
live,NONE,live,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
and,EDITED,,1,1,1,0,0,0
nor-,EDITED,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
're,NONE,'re,0,0,0,1,0,0
doing,NONE,doing,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
normally,NONE,normally,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
only,NONE,only,0,0,0,1,0,0
invite,NONE,invite,0,0,0,1,0,0
people,NONE,people,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
