w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
this,NONE,this,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
pretty,NONE,pretty,0,0,0,1,0,0
un-,EDITED,,1,1,1,0,0,0
unseasonal,NONE,unseasonal,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
at,NONE,,0,1,0,0,1,0
least,NONE,,0,1,0,0,1,0
we,NONE,,0,1,0,0,1,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
it,EDITED,,1,1,1,0,0,0
it,EDITED,,1,1,1,0,0,0
it,NONE,it,0,0,0,1,0,0
feels,NONE,feels,0,0,0,1,0,0
good,NONE,good,0,0,0,1,0,0
it,NONE,,0,1,0,0,1,0
gets,NONE,,0,1,0,0,1,0
uh,INTJ,,1,1,1,0,0,0
everybody,NONE,everybody,0,0,0,1,0,0
does,NONE,does,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
cabin,NONE,cabin,0,0,0,1,0,0
fever,NONE,fever,0,0,0,1,0,0
today,NONE,today,0,0,0,1,0,0
it,NONE,,0,1,0,0,1,0
's,NONE,,0,1,0,0,1,0
nice,NONE,,0,1,0,0,1,0
to,NONE,,0,1,0,0,1,0
get,NONE,,0,1,0,0,1,0
out,NONE,,0,1,0,0,1,0
and,NONE,,0,1,0,0,1,0
about,NONE,,0,1,0,0,1,0
