w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
whether,NONE,,0,1,0,0,1,0
it,NONE,,0,1,0,0,1,0
was,NONE,,0,1,0,0,1,0
just,NONE,,0,1,0,0,1,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
giving,NONE,,0,1,0,0,1,0
money,NONE,,0,1,0,0,1,0
or,NONE,,0,1,0,0,1,0
whether,NONE,whether,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
actually,NONE,actually,0,0,0,1,0,0
taking,NONE,taking,0,0,0,1,0,0
part,NONE,part,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
lot,NONE,lot,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
decision,NONE,decision,0,0,0,1,0,0
making,NONE,making,0,0,0,1,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
like,NONE,,0,1,0,0,1,0
finding,NONE,,0,1,0,0,1,0
a,NONE,,0,1,0,0,1,0
proper,NONE,,0,1,0,0,1,0
nursing,NONE,,0,1,0,0,1,0
home,NONE,,0,1,0,0,1,0
