w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
all,NONE,,0,1,0,0,1,0
the,EDITED,the,1,0,0,0,0,1
class-,EDITED,,1,1,1,0,0,0
,,class,*,*,*,*,*,*
,,or,*,*,*,*,*,*
the,NONE,the,0,0,0,1,0,0
other,NONE,other,0,0,0,1,0,0
classic,NONE,classic,0,0,0,1,0,0
examples,NONE,,0,1,0,0,1,0
,,is,*,*,*,*,*,*
,,example,*,*,*,*,*,*
the,NONE,the,0,0,0,1,0,0
jehovah,NONE,jehovah,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
witness,NONE,witness,0,0,0,1,0,0
or,EDITED,or,1,0,0,0,0,1
or,NONE,or,0,0,0,1,0,0
mormons,NONE,mormons,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
someone,NONE,someone,0,0,0,1,0,0
knocking,NONE,knocking,0,0,0,1,0,0
at,NONE,at,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
front,NONE,front,0,0,0,1,0,0
door,NONE,door,0,0,0,1,0,0
um,INTJ,um,1,0,0,0,0,1
which,NONE,which,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
more,NONE,more,0,0,0,1,0,0
intrusive,NONE,intrusive,0,0,0,1,0,0
because,NONE,because,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
tell,NONE,tell,0,0,0,1,0,0
someone,NONE,someone,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
go,NONE,go,0,0,0,1,0,0
away,NONE,away,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
there,NONE,there,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
sense,NONE,sense,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
now,NONE,now,0,0,0,1,0,0
opened,NONE,opened,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
door,NONE,door,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
now,NONE,now,0,0,0,1,0,0
see,NONE,see,0,0,0,1,0,0
what,NONE,what,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
look,NONE,look,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
what,NONE,what,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
live,NONE,live,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
and,EDITED,and,1,0,0,0,0,1
nor-,EDITED,,1,1,1,0,0,0
,,nor,*,*,*,*,*,*
and,NONE,and,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
're,NONE,'re,0,0,0,1,0,0
doing,NONE,doing,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
normally,NONE,normally,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
only,NONE,only,0,0,0,1,0,0
invite,NONE,invite,0,0,0,1,0,0
people,NONE,people,0,0,0,1,0,0
,,**thinking,*,*,*,*,*,*
,,process,*,*,*,*,*,*
,,:,*,*,*,*,*,*
,,**,*,*,*,*,*,*
,,1,*,*,*,*,*,*
,,**initial,*,*,*,*,*,*
,,listen-through,*,*,*,*,*,*
,,:,*,*,*,*,*,*
,,**,*,*,*,*,*,*
,,i,*,*,*,*,*,*
,,'ll,*,*,*,*,*,*
,,play,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,entire,*,*,*,*,*,*
,,audio,*,*,*,*,*,*
,,clip,*,*,*,*,*,*
,,once,*,*,*,*,*,*
,,without,*,*,*,*,*,*
,,typing,*,*,*,*,*,*
to,NONE,to,0,0,0,1,0,0
,,get,*,*,*,*,*,*
,,a,*,*,*,*,*,*
,,general,*,*,*,*,*,*
,,sense,*,*,*,*,*,*
,,of,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,content,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,speaker,*,*,*,*,*,*
,,'s,*,*,*,*,*,*
,,pace,*,*,*,*,*,*
,,and,*,*,*,*,*,*
,,any,*,*,*,*,*,*
,,potential,*,*,*,*,*,*
,,tricky,*,*,*,*,*,*
,,spots,*,*,*,*,*,*
,,(,*,*,*,*,*,*
,,eg,*,*,*,*,*,*
,,mumbling,*,*,*,*,*,*
,,background,*,*,*,*,*,*
,,noise,*,*,*,*,*,*
,,unusual,*,*,*,*,*,*
,,words,*,*,*,*,*,*
,,),*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,speaker,*,*,*,*,*,*
,,is,*,*,*,*,*,*
,,talking,*,*,*,*,*,*
,,about,*,*,*,*,*,*
,,classic,*,*,*,*,*,*
,,examples,*,*,*,*,*,*
,,of,*,*,*,*,*,*
,,intrusion,*,*,*,*,*,*
,,specifically,*,*,*,*,*,*
,,mentioning,*,*,*,*,*,*
,,jehovah,*,*,*,*,*,*
,,'s,*,*,*,*,*,*
,,witnesses,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,mormons,*,*,*,*,*,*
,,knocking,*,*,*,*,*,*
,,on,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,door,*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,speech,*,*,*,*,*,*
,,is,*,*,*,*,*,*
,,relatively,*,*,*,*,*,*
,,clear,*,*,*,*,*,*
,,but,*,*,*,*,*,*
,,there,*,*,*,*,*,*
,,are,*,*,*,*,*,*
,,some,*,*,*,*,*,*
,,natural,*,*,*,*,*,*
,,pauses,*,*,*,*,*,*
,,and,*,*,*,*,*,*
,,disfluencies,*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,speaker,*,*,*,*,*,*
,,says,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,jehovah,*,*,*,*,*,*
,,'s,*,*,*,*,*,*
,,witness,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,mormons,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,i,*,*,*,*,*,*
,,need,*,*,*,*,*,*
,,to,*,*,*,*,*,*
,,capture,*,*,*,*,*,*
,,that,*,*,*,*,*,*
,,double,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,he,*,*,*,*,*,*
,,says,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,nor,*,*,*,*,*,*
,,and,*,*,*,*,*,*
,,they,*,*,*,*,*,*
,,'re,*,*,*,*,*,*
,,doing,*,*,*,*,*,*
,,something,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,this,*,*,*,*,*,*
,,sounds,*,*,*,*,*,*
,,a,*,*,*,*,*,*
,,bit,*,*,*,*,*,*
,,like,*,*,*,*,*,*
,,a,*,*,*,*,*,*
,,false,*,*,*,*,*,*
,,start,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,a,*,*,*,*,*,*
,,slight,*,*,*,*,*,*
,,stumble,*,*,*,*,*,*
,,i,*,*,*,*,*,*
,,'ll,*,*,*,*,*,*
,,listen,*,*,*,*,*,*
,,carefully,*,*,*,*,*,*
,,to,*,*,*,*,*,*
,,that,*,*,*,*,*,*
,,part,*,*,*,*,*,*
,,again,*,*,*,*,*,*
,,2,*,*,*,*,*,*
,,**detailed,*,*,*,*,*,*
,,transcription,*,*,*,*,*,*
,,(,*,*,*,*,*,*
,,phrase,*,*,*,*,*,*
,,by,*,*,*,*,*,*
,,phrase,*,*,*,*,*,*
,,),*,*,*,*,*,*
,,:,*,*,*,*,*,*
,,**,*,*,*,*,*,*
,,now,*,*,*,*,*,*
,,i,*,*,*,*,*,*
,,'ll,*,*,*,*,*,*
,,go,*,*,*,*,*,*
,,back,*,*,*,*,*,*
,,to,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,beginning,*,*,*,*,*,*
,,and,*,*,*,*,*,*
,,transcribe,*,*,*,*,*,*
,,pausing,*,*,*,*,*,*
,,frequently,*,*,*,*,*,*
,,i,*,*,*,*,*,*
,,'ll,*,*,*,*,*,*
,,type,*,*,*,*,*,*
,,exactly,*,*,*,*,*,*
,,what,*,*,*,*,*,*
,,i,*,*,*,*,*,*
,,hear,*,*,*,*,*,*
,,including,*,*,*,*,*,*
,,every,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,um,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,uh,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,repetition,*,*,*,*,*,*
,,and,*,*,*,*,*,*
,,false,*,*,*,*,*,*
,,start,*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,`00:00-00:01`,*,*,*,*,*,*
,,:,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,class,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,-,*,*,*,*,*,*
,,starts,*,*,*,*,*,*
,,with,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,then,*,*,*,*,*,*
,,a,*,*,*,*,*,*
,,slight,*,*,*,*,*,*
,,pause,*,*,*,*,*,*
,,then,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,class,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,`00:01-00:02`,*,*,*,*,*,*
,,:,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,other,*,*,*,*,*,*
,,classic,*,*,*,*,*,*
,,example,*,*,*,*,*,*
,,is,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,-,*,*,*,*,*,*
,,straightforward,*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,`00:02-00:04`,*,*,*,*,*,*
,,:,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,jehovah,*,*,*,*,*,*
,,'s,*,*,*,*,*,*
,,witness,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,mormons,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,-,*,*,*,*,*,*
,,here,*,*,*,*,*,*
,,'s,*,*,*,*,*,*
,,that,*,*,*,*,*,*
,,double,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,i,*,*,*,*,*,*
,,'ll,*,*,*,*,*,*
,,make,*,*,*,*,*,*
,,sure,*,*,*,*,*,*
,,to,*,*,*,*,*,*
,,include,*,*,*,*,*,*
,,both,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,jehovah,*,*,*,*,*,*
,,'s,*,*,*,*,*,*
,,witness,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,is,*,*,*,*,*,*
,,singular,*,*,*,*,*,*
,,which,*,*,*,*,*,*
,,is,*,*,*,*,*,*
,,what,*,*,*,*,*,*
,,he,*,*,*,*,*,*
,,says,*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,`00:04-00:06`,*,*,*,*,*,*
,,:,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,or,*,*,*,*,*,*
,,someone,*,*,*,*,*,*
,,knocking,*,*,*,*,*,*
,,at,*,*,*,*,*,*
,,the,*,*,*,*,*,*
,,front,*,*,*,*,*,*
,,door,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,-,*,*,*,*,*,*
,,straightforward,*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,`00:06-00:07`,*,*,*,*,*,*
,,:,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,um,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,-,*,*,*,*,*,*
,,clear,*,*,*,*,*,*
,,disfluency,*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,`00:07-00:09`,*,*,*,*,*,*
,,:,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,which,*,*,*,*,*,*
,,is,*,*,*,*,*,*
,,more,*,*,*,*,*,*
,,intrusive,*,*,*,*,*,*
,,because,*,*,*,*,*,*
,,'',*,*,*,*,*,*
,,-,*,*,*,*,*,*
,,straightforward,*,*,*,*,*,*
,,*,*,*,*,*,*,*
,,`00:09-00:12`,*,*,*,*,*,*
,,:,*,*,*,*,*,*
,,``,*,*,*,*,*,*
,,i,*,*,*,*,*,*
,,have,*,*,*,*,*,*
,,to,*,*,*,*,*,*
,,really,*,*,*,*,*,*
,,tell,*,*,*,*,*,*
,,someone,*,*,*,*,*,*
,,to,*,*,*,*,*,*
,,go,*,*,*,*,*,*
,,away,*,*,*,*,*,*
,,'',*,*,*,*,*,*
