w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
right,INTJ,right,1,0,0,0,0,1
yeah,INTJ,yeah,1,0,0,0,0,1
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
if,NONE,if,0,0,0,1,0,0
i,NONE,,0,1,0,0,1,0
would,NONE,,0,1,0,0,1,0
sell,NONE,,0,1,0,0,1,0
the,NONE,,0,1,0,0,1,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
if,NONE,,0,1,0,0,1,0
he,EDITED,,1,1,1,0,0,0
something,NONE,something,0,0,0,1,0,0
would,NONE,,0,1,0,0,1,0
happen,NONE,,0,1,0,0,1,0
,,happened,*,*,*,*,*,*
to,NONE,to,0,0,0,1,0,0
him,NONE,him,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
stay,NONE,stay,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
texas,NONE,texas,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
sell,NONE,sell,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
house,NONE,house,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
move,NONE,move,0,0,0,1,0,0
back,NONE,back,0,0,0,1,0,0
home,NONE,home,0,0,0,1,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
to,NONE,to,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
home,NONE,,0,1,0,0,1,0
town,NONE,,0,1,0,0,1,0
and,EDITED,,1,1,1,0,0,0
and,NONE,,0,1,0,0,1,0
uh,INTJ,,1,1,1,0,0,0
,,hometown,*,*,*,*,*,*
i,NONE,i,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
stay,NONE,stay,0,0,0,1,0,0
here,NONE,here,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
texas,NONE,texas,0,0,0,1,0,0
so,NONE,,0,1,0,0,1,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
know,NONE,know,0,0,0,1,0,0
what,NONE,what,0,0,0,1,0,0
he,NONE,he,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
