w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,,1,1,1,0,0,0
,,yes,*,*,*,*,*,*
and,NONE,and,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
one,NONE,one,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
problems,NONE,problems,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
lotus,NONE,lotus,0,0,0,1,0,0
data,NONE,,0,1,0,0,1,0
base,NONE,,0,1,0,0,1,0
,,database,*,*,*,*,*,*
was,NONE,was,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
that,NONE,that,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
uncontrolled,NONE,uncontrolled,0,0,0,1,0,0
access,NONE,access,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
who,NONE,who,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
information,NONE,information,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
they,NONE,they,0,0,0,1,0,0
said,NONE,said,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
give,NONE,give,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
only,NONE,only,0,0,0,1,0,0
select,NONE,select,0,0,0,1,0,0
companies,NONE,companies,0,0,0,1,0,0
but,EDITED,but,1,0,0,0,0,1
um,INTJ,,1,1,1,0,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
just,NONE,just,0,0,0,1,0,0
like,NONE,like,0,0,0,1,0,0
software,NONE,software,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
only,NONE,only,0,0,0,1,0,0
given,NONE,given,0,0,0,1,0,0
out,NONE,out,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
customers,NONE,customers,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
you,NONE,you,0,0,0,1,0,0
ca,NONE,ca,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
believe,NONE,believe,0,0,0,1,0,0
that,NONE,,0,1,0,0,1,0
,,it,*,*,*,*,*,*
