w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,NONE,i,0,0,0,1,0,0
agree,NONE,agree,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
noticed,NONE,noticed,0,0,0,1,0,0
yesterday,NONE,yesterday,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
paper,NONE,paper,0,0,0,1,0,0
something,NONE,something,0,0,0,1,0,0
said,NONE,said,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
been,NONE,been,0,0,0,1,0,0
nominated,NONE,nominated,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
twelve,NONE,,0,1,0,0,1,0
,,12,*,*,*,*,*,*
awards,NONE,awards,0,0,0,1,0,0
and,EDITED,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
all,NONE,all,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
critics,NONE,critics,0,0,0,1,0,0
initially,NONE,initially,0,0,0,1,0,0
said,NONE,said,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
it,NONE,it,0,0,0,1,0,0
would,NONE,would,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
go,NONE,go,0,0,0,1,0,0
anywhere,NONE,anywhere,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
just,NONE,just,0,0,0,1,0,0
going,NONE,going,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
dud,NONE,dud,0,0,0,1,0,0
so,NONE,so,0,0,0,1,0,0
it,EDITED,,1,1,1,0,0,0
it,NONE,it,0,0,0,1,0,0
has,NONE,has,0,0,0,1,0,0
surprised,NONE,surprised,0,0,0,1,0,0
everybody,NONE,everybody,0,0,0,1,0,0
