w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
and,NONE,,0,1,0,0,1,0
um,INTJ,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
that,NONE,,0,1,0,0,1,0
what,EDITED,,1,1,1,0,0,0
one,NONE,one,0,0,0,1,0,0
thing,NONE,thing,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
were,NONE,were,0,0,0,1,0,0
,,really,*,*,*,*,*,*
concerned,NONE,concerned,0,0,0,1,0,0
,,with,*,*,*,*,*,*
probably,NONE,probably,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
fact,NONE,fact,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
was,NONE,was,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
necessarily,NONE,necessarily,0,0,0,1,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
like,INTJ,,1,1,1,0,0,0
the,NONE,the,0,0,0,1,0,0
quantity,NONE,quantity,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
care,NONE,care,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
quality,NONE,quality,0,0,0,1,0,0
of,NONE,,0,1,0,0,1,0
care,NONE,,0,1,0,0,1,0
