w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,PRN,,1,1,1,0,0,0
mean,PRN,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
it,NONE,,0,1,0,0,1,0
's,NONE,,0,1,0,0,1,0
money,NONE,money,0,0,0,1,0,0
seems,NONE,seems,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
be,NONE,be,0,0,0,1,0,0
too,NONE,too,0,0,0,1,0,0
big,NONE,big,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
an,NONE,an,0,0,0,1,0,0
issue,NONE,issue,0,0,0,1,0,0
with,EDITED,,1,1,1,0,0,0
with,EDITED,,1,1,1,0,0,0
with,EDITED,,1,1,1,0,0,0
with,NONE,,0,1,0,0,1,0
what,NONE,,0,1,0,0,1,0
's,NONE,,0,1,0,0,1,0
going,NONE,,0,1,0,0,1,0
on,NONE,,0,1,0,0,1,0
today,NONE,,0,1,0,0,1,0
