w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
yeah,INTJ,yeah,1,0,0,0,0,1
well,INTJ,well,1,0,0,0,0,1
i,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
really,NONE,really,0,0,0,1,0,0
have,NONE,have,0,0,0,1,0,0
anything,NONE,anything,0,0,0,1,0,0
against,NONE,against,0,0,0,1,0,0
rap,NONE,rap,0,0,0,1,0,0
music,NONE,music,0,0,0,1,0,0
i,NONE,,0,1,0,0,1,0
the,NONE,the,0,0,0,1,0,0
one,NONE,one,0,0,0,1,0,0
thing,NONE,thing,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
object,NONE,object,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
about,NONE,about,0,0,0,1,0,0
rap,NONE,rap,0,0,0,1,0,0
music,NONE,music,0,0,0,1,0,0
is,EDITED,,1,1,1,0,0,0
is,NONE,is,0,0,0,1,0,0
when,NONE,when,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
becomes,NONE,becomes,0,0,0,1,0,0
militant,NONE,militant,0,0,0,1,0,0
or,NONE,or,0,0,0,1,0,0
if,NONE,if,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
violence,NONE,,0,1,0,0,1,0
oriented,NONE,,0,1,0,0,1,0
,,violence-oriented,*,*,*,*,*,*
