w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
because,NONE,because,0,0,0,1,0,0
i,EDITED,i,1,0,0,0,0,1
any,EDITED,any,1,0,0,0,0,1
anyone,EDITED,anyone,1,0,0,0,0,1
any,NONE,any,0,0,0,1,0,0
friend,NONE,friend,0,0,0,1,0,0
anyone,NONE,anyone,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
give,NONE,give,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
number,NONE,number,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
welcome,NONE,welcome,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
call,NONE,call,0,0,0,1,0,0
me,NONE,me,0,0,0,1,0,0
but,NONE,but,0,0,0,1,0,0
no,NONE,no,0,0,0,1,0,0
one,NONE,one,0,0,0,1,0,0
is,NONE,is,0,0,0,1,0,0
just,NONE,just,0,0,0,1,0,0
welcome,NONE,welcome,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
come,NONE,come,0,0,0,1,0,0
by,NONE,by,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
house,NONE,house,0,0,0,1,0,0
so,NONE,,0,1,0,0,1,0
that,NONE,,0,1,0,0,1,0
is,NONE,,0,1,0,0,1,0
more,NONE,,0,1,0,0,1,0
of,NONE,,0,1,0,0,1,0
a,NONE,,0,1,0,0,1,0
sense,NONE,,0,1,0,0,1,0
of,NONE,,0,1,0,0,1,0
invasion,NONE,,0,1,0,0,1,0
