w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
well,INTJ,well,1,0,0,0,0,1
of,NONE,of,0,0,0,1,0,0
course,NONE,course,0,0,0,1,0,0
it,EDITED,,1,1,1,0,0,0
's,EDITED,,1,1,1,0,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
one,NONE,one,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
last,NONE,last,0,0,0,1,0,0
few,NONE,few,0,0,0,1,0,0
things,NONE,things,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
world,NONE,world,0,0,0,1,0,0
you,NONE,you,0,0,0,1,0,0
'd,NONE,'d,0,0,0,1,0,0
ever,NONE,ever,0,0,0,1,0,0
want,NONE,want,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
unless,NONE,unless,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
just,NONE,just,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
really,NONE,really,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
and,EDITED,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
for,EDITED,,1,1,1,0,0,0
their,EDITED,,1,1,1,0,0,0
uh,INTJ,,1,1,1,0,0,0
you,PRN,,1,1,1,0,0,0
know,PRN,,1,1,1,0,0,0
for,NONE,for,0,0,0,1,0,0
their,NONE,their,0,0,0,1,0,0
own,NONE,own,0,0,0,1,0,0
good,NONE,good,0,0,0,1,0,0
