w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,NONE,i,0,0,0,1,0,0
think,NONE,think,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
prey,NONE,prey,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
people,NONE,people,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
um,INTJ,um,1,0,0,0,0,1
inherent,NONE,inherent,0,0,0,1,0,0
politeness,NONE,politeness,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
phone,NONE,phone,0,0,0,1,0,0
even,NONE,even,0,0,0,1,0,0
with,NONE,with,0,0,0,1,0,0
the,NONE,,0,1,0,0,1,0
,,a,*,*,*,*,*,*
machine,NONE,machine,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
find,NONE,find,0,0,0,1,0,0
people,NONE,people,0,0,0,1,0,0
being,NONE,being,0,0,0,1,0,0
kind,NONE,kind,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
polite,NONE,polite,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
waiting,NONE,waiting,0,0,0,1,0,0
for,NONE,for,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
finish,NONE,finish,0,0,0,1,0,0
what,NONE,what,0,0,0,1,0,0
it,NONE,it,0,0,0,1,0,0
has,NONE,has,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
say,NONE,say,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
then,NONE,then,0,0,0,1,0,0
they,NONE,they,0,0,0,1,0,0
feel,NONE,feel,0,0,0,1,0,0
an,NONE,an,0,0,0,1,0,0
obligation,NONE,obligation,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
respond,NONE,respond,0,0,0,1,0,0
even,NONE,even,0,0,0,1,0,0
though,NONE,though,0,0,0,1,0,0
there,NONE,there,0,0,0,1,0,0
's,NONE,'s,0,0,0,1,0,0
not,NONE,not,0,0,0,1,0,0
even,NONE,even,0,0,0,1,0,0
a,NONE,,0,1,0,0,1,0
person,NONE,,0,1,0,0,1,0
there,NONE,,0,1,0,0,1,0
