w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
well,INTJ,well,1,0,0,0,0,1
i,NONE,i,0,0,0,1,0,0
do,NONE,do,0,0,0,1,0,0
n't,NONE,n't,0,0,0,1,0,0
know,NONE,know,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
just,NONE,just,0,0,0,1,0,0
figure,NONE,figure,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
yeah,INTJ,yeah,1,0,0,0,0,1
sometimes,NONE,sometimes,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
worry,NONE,worry,0,0,0,1,0,0
about,NONE,about,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
if,NONE,if,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
go,NONE,go,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
pants,NONE,pants,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
i,EDITED,,1,1,1,0,0,0
never,EDITED,,1,1,1,0,0,0
i,NONE,i,0,0,0,1,0,0
never,NONE,never,0,0,0,1,0,0
ever,NONE,,0,1,0,0,1,0
,,i,*,*,*,*,*,*
,,never,*,*,*,*,*,*
ever,NONE,ever,0,0,0,1,0,0
ever,NONE,ever,0,0,0,1,0,0
go,NONE,go,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
pair,NONE,pair,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
jeans,NONE,jeans,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
but,NONE,but,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
'll,NONE,'ll,0,0,0,1,0,0
go,NONE,go,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
in,NONE,in,0,0,0,1,0,0
pants,NONE,pants,0,0,0,1,0,0
i,PRN,i,1,0,0,0,0,1
mean,PRN,mean,1,0,0,0,0,1
today,NONE,today,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
had,NONE,had,0,0,0,1,0,0
on,NONE,on,0,0,0,1,0,0
a,NONE,a,0,0,0,1,0,0
pair,NONE,pair,0,0,0,1,0,0
of,NONE,of,0,0,0,1,0,0
you,PRN,you,1,0,0,0,0,1
know,PRN,know,1,0,0,0,0,1
navy,NONE,navy,0,0,0,1,0,0
blue,NONE,blue,0,0,0,1,0,0
dress,NONE,dress,0,0,0,1,0,0
slacks,NONE,slacks,0,0,0,1,0,0
and,EDITED,,1,1,1,0,0,0
and,NONE,and,0,0,0,1,0,0
uh,INTJ,,1,1,1,0,0,0
