w_d,w_t,w_g,gt_mask,pred_mask,tp_mask,tn_mask,fp_mask,fn_mask
i,NONE,i,0,0,0,1,0,0
've,NONE,'ve,0,0,0,1,0,0
recently,NONE,recently,0,0,0,1,0,0
um,INTJ,,1,1,1,0,0,0
tried,NONE,tried,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
update,NONE,update,0,0,0,1,0,0
my,NONE,my,0,0,0,1,0,0
wardrobe,NONE,wardrobe,0,0,0,1,0,0
trying,NONE,trying,0,0,0,1,0,0
to,NONE,to,0,0,0,1,0,0
put,NONE,put,0,0,0,1,0,0
suits,NONE,suits,0,0,0,1,0,0
together,NONE,together,0,0,0,1,0,0
that,NONE,that,0,0,0,1,0,0
i,NONE,i,0,0,0,1,0,0
can,NONE,can,0,0,0,1,0,0
interchange,NONE,interchange,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
jackets,NONE,jackets,0,0,0,1,0,0
and,NONE,and,0,0,0,1,0,0
the,NONE,the,0,0,0,1,0,0
blouses,NONE,blouses,0,0,0,1,0,0
and,NONE,,0,1,0,0,1,0
all,NONE,,0,1,0,0,1,0
that,NONE,,0,1,0,0,1,0
a,NONE,,0,1,0,0,1,0
lot,NONE,,0,1,0,0,1,0
